race_id,entry_id,race_date,Year,MonthDay,JyoCD,Kaiji,Nichiji,RaceNum,Wakuban,Umaban,KettoNum,Bamei,SexCD,Barei,ChokyosiCode,ChokyosiRyakusyo,KisyuCode,KisyuRyakusyo,Futan,BaTaijyu,ZogenFugo,ZogenSa,IJyoCD,NyusenJyuni,KakuteiJyuni,Odds,Ninki,Time,ChakusaCD,HaronTimeL3,Jyuni1c,Jyuni2c,Jyuni3c,Jyuni4c,YoubiCD,GradeCD,SyubetuCD,JyokenCD1,JyokenCD2,JyokenCD3,JyokenCD4,JyokenCD5,JyokenName,Kyori,TrackCD,CourseKubunCD,HassoTime,TorokuTosu,SyussoTosu,TenkoCD,SibaBabaCD,DirtBabaCD,TanOdds,TanNinki,TanVote,FukuOddsLow,FukuOddsHigh,FukuNinki,FukuVote,tan_odds,tan_ninki,fuku_odds_low,fuku_odds_high,fuku_ninki,ra_join_found,o1_join_found,tan_pay,tan_pay_ninki,tan_slot,tan_payout_record_found,fuku_pay,fuku_pay_ninki,fuku_slot,fuku_payout_record_found,is_normal_runner,is_abnormal_result,target_win,target_ren,target_place,is_win_paid,is_place_paid,race_has_result,race_has_win_payout,race_has_place_payout,race_is_finalized,place_rank_limit,is_normal_runner_strict,target_win_rank,target_ren_rank,target_top3_rank,target_win_paid,target_place_paid,target_place_by_rule,market_odds_available,market_votes_available,data_split,eligible_for_win_training,eligible_for_place_training,eligible_for_ranking_training,horse_past_starts,horse_days_since_last,horse_distance_diff_last,horse_futan_diff_last,horse_body_weight_diff_last,horse_last1_avg_finish,horse_last3_avg_finish,horse_last3_win_rate,horse_last3_ren_rate,horse_last3_place_rate,horse_last3_avg_ninki,horse_last3_avg_tan_odds,horse_last3_avg_haron_l3,horse_last3_avg_time,horse_last5_avg_finish,horse_last5_win_rate,horse_last5_ren_rate,horse_last5_place_rate,horse_last5_avg_ninki,horse_last5_avg_tan_odds,horse_last5_avg_haron_l3,horse_last5_avg_time,horse_jyo_past_starts,horse_jyo_win_rate,horse_jyo_place_rate,horse_surface_past_starts,horse_surface_win_rate,horse_surface_place_rate,horse_dist_band_past_starts,horse_dist_band_win_rate,horse_dist_band_place_rate,horse_baba_past_starts,horse_baba_win_rate,horse_baba_place_rate,jockey_past_starts,jockey_win_rate,jockey_place_rate,jockey_ren_rate,trainer_past_starts,trainer_win_rate,trainer_place_rate,trainer_ren_rate,jockey_jyo_past_starts,jockey_jyo_win_rate,jockey_jyo_place_rate,jockey_dist_band_past_starts,jockey_dist_band_win_rate,jockey_dist_band_place_rate,horse_jockey_past_starts,horse_jockey_win_rate,horse_jockey_place_rate
2016010506010101,201601050601010101,2016-01-05,2016,105,06,1,1,1,1,1,2013105621,プロジェクション,2,3,00353,和田正道,01131,西村太一,54.0,47.2,-,0.2,0,16,16,190.5,14,116.1,34,41.4,0,0,3,6,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,190.5,14,203845,36.0,62.7,15,393043,190.5,14,36.0,62.7,15,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010102,2016-01-05,2016,105,06,1,1,1,1,2,2013104555,トウショウシェル,1,3,00390,池上昌弘,05519,コントレ,56.0,47.6,+,1.2,0,10,10,84.2,11,114.5,A,39.4,0,0,9,10,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,84.2,11,203845,18.8,32.5,12,393043,84.2,11,18.8,32.5,12,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010103,2016-01-05,2016,105,06,1,1,1,2,3,2013104573,トウショウアパッチ,1,3,01115,菊沢隆徳,01029,武士沢友,56.0,47.2,,0.0,0,14,14,14.7,6,115.8,34,40.4,0,0,13,14,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,14.7,6,203845,3.1,5.0,6,393043,14.7,6,3.1,5.0,6,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010104,2016-01-05,2016,105,06,1,1,1,2,4,2013102283,レオベローナ,2,3,01024,萱野浩二,00726,岩部純二,54.0,43.4,-,0.2,0,8,8,292.7,16,114.4,34,37.7,0,0,16,16,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,292.7,16,203845,48.3,84.1,16,393043,292.7,16,48.3,84.1,16,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010105,2016-01-05,2016,105,06,1,1,1,3,5,2013100107,ブライトピスケス,1,3,00415,菅原泰夫,00684,田中勝春,56.0,48.2,-,0.2,0,5,5,5.4,3,113.7,212,38.6,0,0,9,7,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,5.4,3,203845,1.5,2.3,3,393043,5.4,3,1.5,2.3,3,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010106,2016-01-05,2016,105,06,1,1,1,3,6,2013100103,ワンダフルブルー,2,3,01076,小笠倫弘,01129,菅原隆一,54.0,46.6,+,1.0,0,12,12,115.0,13,114.8,K,39.7,0,0,9,11,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,115.0,13,203845,22.8,39.7,13,393043,115.0,13,22.8,39.7,13,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010107,2016-01-05,2016,105,06,1,1,1,4,7,2013103101,マイティジャック,1,3,01143,和田雄二,01009,柴田大知,56.0,45.0,+,0.4,0,6,6,14.9,7,113.9,114,39.6,0,0,1,1,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,14.9,7,203845,3.2,5.2,7,393043,14.9,7,3.2,5.2,7,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010108,2016-01-05,2016,105,06,1,1,1,4,8,2013104668,モンマルトル,2,3,01051,岩戸孝樹,01051,嘉藤貴行,54.0,45.0,+,0.4,0,15,15,23.4,8,116.0,112,40.6,0,0,13,11,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,23.4,8,203845,4.6,7.8,8,393043,23.4,8,4.6,7.8,8,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010109,2016-01-05,2016,105,06,1,1,1,5,9,2013103416,ビバラビダ,2,3,01043,石栗龍彦,01127,丸山元気,54.0,46.6,+,2.0,0,4,4,65.6,10,113.3,K,38.9,0,0,2,2,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,65.6,10,203845,12.0,20.7,10,393043,65.6,10,12.0,20.7,10,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
2016010506010101,201601050601010110,2016-01-05,2016,105,06,1,1,1,5,10,2013106151,カリアティード,2,3,01147,武井亮,01150,石川裕紀,53.0,43.8,-,0.2,0,9,9,6.9,4,114.5,K,39.7,0,0,5,9,5,,12,000,703,000,000,703,,1200,24,,0955,16,16,1,0,0,6.9,4,203845,2.0,3.2,5,393043,6.9,4,2.0,3.2,5,1,1,0,,,0,0,,,0,1,0,0,0,0,0,0,true,true,true,true,3,1,0,0,0,0,0,0,1,1,train,true,true,true,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,,,0,,,0,,
