target,feature_set,importance_type,feature,importance
place,market_aware,prediction_values_change,BaTaijyu,2.468726193062
place,market_aware,prediction_values_change,Barei,0.897093657354
place,market_aware,prediction_values_change,ChokyosiCode,1.468278270008
place,market_aware,prediction_values_change,CourseKubunCD,0.716352599957
place,market_aware,prediction_values_change,DirtBabaCD,0.0
place,market_aware,prediction_values_change,FukuVote,0.44442318542
place,market_aware,prediction_values_change,Futan,0.476836777703
place,market_aware,prediction_values_change,GradeCD,1.089547844896
place,market_aware,prediction_values_change,JyoCD,2.078174397695
place,market_aware,prediction_values_change,JyokenCD1,0.216162604918
place,market_aware,prediction_values_change,JyokenCD2,0.569340471681
place,market_aware,prediction_values_change,JyokenCD3,0.398858397602
place,market_aware,prediction_values_change,JyokenCD4,0.117853815084
place,market_aware,prediction_values_change,JyokenCD5,1.75298790956
place,market_aware,prediction_values_change,Kaiji,0.274743018845
place,market_aware,prediction_values_change,KisyuCode,1.588759326829
place,market_aware,prediction_values_change,Kyori,1.323511773636
place,market_aware,prediction_values_change,MonthDay,1.858227382107
place,market_aware,prediction_values_change,Nichiji,0.46693993803
place,market_aware,prediction_values_change,RaceNum,0.625929725085
place,market_aware,prediction_values_change,SexCD,0.843104856114
place,market_aware,prediction_values_change,SibaBabaCD,0.0
place,market_aware,prediction_values_change,SyubetuCD,0.375708521319
place,market_aware,prediction_values_change,SyussoTosu,1.631109363656
place,market_aware,prediction_values_change,TanVote,0.520403949413
place,market_aware,prediction_values_change,TenkoCD,0.669942986342
place,market_aware,prediction_values_change,TorokuTosu,1.52798283124
place,market_aware,prediction_values_change,TrackCD,0.705739845817
place,market_aware,prediction_values_change,Umaban,0.81393969289
place,market_aware,prediction_values_change,Wakuban,0.606010699997
place,market_aware,prediction_values_change,Year,0.17757768532
place,market_aware,prediction_values_change,YoubiCD,0.442650581107
place,market_aware,prediction_values_change,ZogenFugo,0.230607600518
place,market_aware,prediction_values_change,ZogenSa,0.329625168455
place,market_aware,prediction_values_change,fuku_ninki,0.71273894151
place,market_aware,prediction_values_change,fuku_odds_high,0.78432425431
place,market_aware,prediction_values_change,fuku_odds_low,5.481917780693
place,market_aware,prediction_values_change,horse_baba_past_starts,0.373046488061
place,market_aware,prediction_values_change,horse_baba_top3_rate,0.352872160427
place,market_aware,prediction_values_change,horse_baba_win_rate,0.761571993652
place,market_aware,prediction_values_change,horse_body_weight_diff_last,0.318455474131
place,market_aware,prediction_values_change,horse_days_since_last,2.323761213171
place,market_aware,prediction_values_change,horse_dist_band_past_starts,0.221406590917
place,market_aware,prediction_values_change,horse_dist_band_top3_rate,0.633393462816
place,market_aware,prediction_values_change,horse_dist_band_win_rate,0.171414556037
place,market_aware,prediction_values_change,horse_distance_diff_last,1.308510339663
place,market_aware,prediction_values_change,horse_futan_diff_last,0.439801071058
place,market_aware,prediction_values_change,horse_jockey_past_starts,0.428568408536
place,market_aware,prediction_values_change,horse_jockey_top3_rate,0.823320707622
place,market_aware,prediction_values_change,horse_jockey_win_rate,0.207138405417
place,market_aware,prediction_values_change,horse_jyo_past_starts,0.195175096649
place,market_aware,prediction_values_change,horse_jyo_top3_rate,0.549088943805
place,market_aware,prediction_values_change,horse_jyo_win_rate,0.404745163123
place,market_aware,prediction_values_change,horse_last1_avg_finish,7.486413098416
place,market_aware,prediction_values_change,horse_last3_avg_finish,2.925047933872
place,market_aware,prediction_values_change,horse_last3_avg_haron_l3,1.432568459003
place,market_aware,prediction_values_change,horse_last3_avg_ninki,4.007949466183
place,market_aware,prediction_values_change,horse_last3_avg_time,0.939921059336
place,market_aware,prediction_values_change,horse_last3_place_paid_rate,0.849781608373
place,market_aware,prediction_values_change,horse_last3_ren_rate,0.502906883174
place,market_aware,prediction_values_change,horse_last3_top3_rate,0.521284674116
place,market_aware,prediction_values_change,horse_last3_win_rate,1.334338138716
place,market_aware,prediction_values_change,horse_last5_avg_finish,1.344458258497
place,market_aware,prediction_values_change,horse_last5_avg_haron_l3,1.379588415361
place,market_aware,prediction_values_change,horse_last5_avg_ninki,2.115165485781
place,market_aware,prediction_values_change,horse_last5_avg_time,1.092171649339
place,market_aware,prediction_values_change,horse_last5_place_paid_rate,0.324247400059
place,market_aware,prediction_values_change,horse_last5_ren_rate,0.289402248175
place,market_aware,prediction_values_change,horse_last5_top3_rate,1.038623782938
place,market_aware,prediction_values_change,horse_last5_win_rate,0.452235953699
place,market_aware,prediction_values_change,horse_past_starts,0.522553920541
place,market_aware,prediction_values_change,horse_surface_past_starts,0.706151745637
place,market_aware,prediction_values_change,horse_surface_top3_rate,2.520484495513
place,market_aware,prediction_values_change,horse_surface_win_rate,1.031146412274
place,market_aware,prediction_values_change,jockey_dist_band_past_starts,0.386775656984
place,market_aware,prediction_values_change,jockey_dist_band_top3_rate,1.342031020512
place,market_aware,prediction_values_change,jockey_dist_band_win_rate,0.555911604952
place,market_aware,prediction_values_change,jockey_jyo_past_starts,0.657525133739
place,market_aware,prediction_values_change,jockey_jyo_top3_rate,1.746514357397
place,market_aware,prediction_values_change,jockey_jyo_win_rate,0.625652349492
place,market_aware,prediction_values_change,jockey_past_starts,0.712861868827
place,market_aware,prediction_values_change,jockey_ren_rate,1.23405041022
place,market_aware,prediction_values_change,jockey_top3_rate,1.381540560878
place,market_aware,prediction_values_change,jockey_win_rate,0.715464629108
place,market_aware,prediction_values_change,place_bet_available_by_rule,0.0
place,market_aware,prediction_values_change,place_odds_available,0.33694822214
place,market_aware,prediction_values_change,place_rank_limit,0.019618739142
place,market_aware,prediction_values_change,place_votes_available,0.365931083523
place,market_aware,prediction_values_change,tan_ninki,1.695507704624
place,market_aware,prediction_values_change,tan_odds,6.782519290924
place,market_aware,prediction_values_change,trainer_past_starts,1.00051788536
place,market_aware,prediction_values_change,trainer_ren_rate,0.993051551448
place,market_aware,prediction_values_change,trainer_top3_rate,0.951811724771
place,market_aware,prediction_values_change,trainer_win_rate,0.944265277607
place,market_aware,prediction_values_change,win_odds_available,0.203864038941
place,market_aware,prediction_values_change,win_votes_available,0.332793677151
place,market_free,prediction_values_change,BaTaijyu,3.512590596221
place,market_free,prediction_values_change,Barei,1.626097137247
place,market_free,prediction_values_change,ChokyosiCode,2.323721487376
place,market_free,prediction_values_change,CourseKubunCD,0.778710005389
place,market_free,prediction_values_change,DirtBabaCD,0.0
place,market_free,prediction_values_change,Futan,0.578436885456
place,market_free,prediction_values_change,GradeCD,1.794208380807
place,market_free,prediction_values_change,JyoCD,2.615302512471
place,market_free,prediction_values_change,JyokenCD1,0.262921540552
place,market_free,prediction_values_change,JyokenCD2,0.865365627985
place,market_free,prediction_values_change,JyokenCD3,0.587303468197
place,market_free,prediction_values_change,JyokenCD4,0.449769773542
place,market_free,prediction_values_change,JyokenCD5,2.375590472524
place,market_free,prediction_values_change,Kaiji,0.273151549789
place,market_free,prediction_values_change,KisyuCode,2.221319654788
place,market_free,prediction_values_change,Kyori,1.687162685326
place,market_free,prediction_values_change,MonthDay,1.999709652366
place,market_free,prediction_values_change,Nichiji,0.484121991044
place,market_free,prediction_values_change,RaceNum,0.587124022773
place,market_free,prediction_values_change,SexCD,0.720595827064
place,market_free,prediction_values_change,SibaBabaCD,0.0
place,market_free,prediction_values_change,SyubetuCD,0.505652348485
place,market_free,prediction_values_change,SyussoTosu,2.079122176749
place,market_free,prediction_values_change,TenkoCD,0.975339504411
place,market_free,prediction_values_change,TorokuTosu,2.339862957734
place,market_free,prediction_values_change,TrackCD,0.910799427028
place,market_free,prediction_values_change,Umaban,0.876023280274
place,market_free,prediction_values_change,Wakuban,0.630790475478
place,market_free,prediction_values_change,Year,0.375036580417
place,market_free,prediction_values_change,YoubiCD,0.397936143304
place,market_free,prediction_values_change,ZogenFugo,0.194694159514
place,market_free,prediction_values_change,ZogenSa,0.4355166506
place,market_free,prediction_values_change,horse_baba_past_starts,0.648276758026
place,market_free,prediction_values_change,horse_baba_top3_rate,0.381830073965
place,market_free,prediction_values_change,horse_baba_win_rate,1.030010026346
place,market_free,prediction_values_change,horse_body_weight_diff_last,0.421430656561
place,market_free,prediction_values_change,horse_days_since_last,2.949029216794
place,market_free,prediction_values_change,horse_dist_band_past_starts,0.123793631178
place,market_free,prediction_values_change,horse_dist_band_top3_rate,0.699679048691
place,market_free,prediction_values_change,horse_dist_band_win_rate,0.170637631776
place,market_free,prediction_values_change,horse_distance_diff_last,1.508192056782
place,market_free,prediction_values_change,horse_futan_diff_last,0.537458401138
place,market_free,prediction_values_change,horse_jockey_past_starts,0.290093709641
place,market_free,prediction_values_change,horse_jockey_top3_rate,0.718597590642
place,market_free,prediction_values_change,horse_jockey_win_rate,0.211576016198
place,market_free,prediction_values_change,horse_jyo_past_starts,0.188707923756
place,market_free,prediction_values_change,horse_jyo_top3_rate,0.693748522405
place,market_free,prediction_values_change,horse_jyo_win_rate,0.305267062337
place,market_free,prediction_values_change,horse_last1_avg_finish,9.021823796939
place,market_free,prediction_values_change,horse_last3_avg_finish,5.65903880147
place,market_free,prediction_values_change,horse_last3_avg_haron_l3,1.603232613271
place,market_free,prediction_values_change,horse_last3_avg_time,1.021120645121
place,market_free,prediction_values_change,horse_last3_place_paid_rate,0.473007915535
place,market_free,prediction_values_change,horse_last3_ren_rate,0.461378440135
place,market_free,prediction_values_change,horse_last3_top3_rate,0.578848255117
place,market_free,prediction_values_change,horse_last3_win_rate,1.823539705059
place,market_free,prediction_values_change,horse_last5_avg_finish,4.707123093375
place,market_free,prediction_values_change,horse_last5_avg_haron_l3,2.135572128106
place,market_free,prediction_values_change,horse_last5_avg_time,1.096520088722
place,market_free,prediction_values_change,horse_last5_place_paid_rate,0.187652008949
place,market_free,prediction_values_change,horse_last5_ren_rate,0.756283549297
place,market_free,prediction_values_change,horse_last5_top3_rate,1.484582592839
place,market_free,prediction_values_change,horse_last5_win_rate,1.030624805903
place,market_free,prediction_values_change,horse_past_starts,1.014538580661
place,market_free,prediction_values_change,horse_surface_past_starts,0.913766079032
place,market_free,prediction_values_change,horse_surface_top3_rate,3.398689356368
place,market_free,prediction_values_change,horse_surface_win_rate,1.097571647771
place,market_free,prediction_values_change,jockey_dist_band_past_starts,0.322391107341
place,market_free,prediction_values_change,jockey_dist_band_top3_rate,1.549920011505
place,market_free,prediction_values_change,jockey_dist_band_win_rate,0.305568796671
place,market_free,prediction_values_change,jockey_jyo_past_starts,0.482169517865
place,market_free,prediction_values_change,jockey_jyo_top3_rate,2.057392590604
place,market_free,prediction_values_change,jockey_jyo_win_rate,0.834729733366
place,market_free,prediction_values_change,jockey_past_starts,0.551777632577
place,market_free,prediction_values_change,jockey_ren_rate,2.045790052545
place,market_free,prediction_values_change,jockey_top3_rate,1.616930398513
place,market_free,prediction_values_change,jockey_win_rate,0.697362662602
place,market_free,prediction_values_change,place_bet_available_by_rule,0.0
place,market_free,prediction_values_change,place_rank_limit,0.03372572905
place,market_free,prediction_values_change,trainer_past_starts,1.020073672223
place,market_free,prediction_values_change,trainer_ren_rate,1.116425332138
place,market_free,prediction_values_change,trainer_top3_rate,1.442820563752
place,market_free,prediction_values_change,trainer_win_rate,1.115702794428
place,market_history,prediction_values_change,BaTaijyu,2.974080935779
place,market_history,prediction_values_change,Barei,1.20504460545
place,market_history,prediction_values_change,ChokyosiCode,1.98952737929
place,market_history,prediction_values_change,CourseKubunCD,0.852138163008
place,market_history,prediction_values_change,DirtBabaCD,0.0
place,market_history,prediction_values_change,Futan,0.685657665949
place,market_history,prediction_values_change,GradeCD,1.497938648626
place,market_history,prediction_values_change,JyoCD,2.643930596781
place,market_history,prediction_values_change,JyokenCD1,0.285541533949
place,market_history,prediction_values_change,JyokenCD2,0.632053648673
place,market_history,prediction_values_change,JyokenCD3,0.553183478806
place,market_history,prediction_values_change,JyokenCD4,0.30677912058
place,market_history,prediction_values_change,JyokenCD5,2.095173775143
place,market_history,prediction_values_change,Kaiji,0.396039525154
place,market_history,prediction_values_change,KisyuCode,2.024734759359
place,market_history,prediction_values_change,Kyori,1.802857153808
place,market_history,prediction_values_change,MonthDay,2.36005474878
place,market_history,prediction_values_change,Nichiji,0.590475951993
place,market_history,prediction_values_change,RaceNum,0.612115294568
place,market_history,prediction_values_change,SexCD,0.747352293796
place,market_history,prediction_values_change,SibaBabaCD,0.0
place,market_history,prediction_values_change,SyubetuCD,0.552949191236
place,market_history,prediction_values_change,SyussoTosu,2.345313938413
place,market_history,prediction_values_change,TenkoCD,1.076691732665
place,market_history,prediction_values_change,TorokuTosu,1.674816655016
place,market_history,prediction_values_change,TrackCD,1.139796334478
place,market_history,prediction_values_change,Umaban,0.981202644432
place,market_history,prediction_values_change,Wakuban,0.79598792311
place,market_history,prediction_values_change,Year,0.370701434618
place,market_history,prediction_values_change,YoubiCD,0.624579044214
place,market_history,prediction_values_change,ZogenFugo,0.235348599003
place,market_history,prediction_values_change,ZogenSa,0.441107332926
place,market_history,prediction_values_change,horse_baba_past_starts,0.334559617945
place,market_history,prediction_values_change,horse_baba_top3_rate,0.511373499193
place,market_history,prediction_values_change,horse_baba_win_rate,1.084786982165
place,market_history,prediction_values_change,horse_body_weight_diff_last,0.497232961106
place,market_history,prediction_values_change,horse_days_since_last,2.808885314652
place,market_history,prediction_values_change,horse_dist_band_past_starts,0.199274237619
place,market_history,prediction_values_change,horse_dist_band_top3_rate,0.68613141527
place,market_history,prediction_values_change,horse_dist_band_win_rate,0.27030219075
place,market_history,prediction_values_change,horse_distance_diff_last,1.607216593242
place,market_history,prediction_values_change,horse_futan_diff_last,0.637368199887
place,market_history,prediction_values_change,horse_jockey_past_starts,0.313517128317
place,market_history,prediction_values_change,horse_jockey_top3_rate,0.916282379649
place,market_history,prediction_values_change,horse_jockey_win_rate,0.255316662164
place,market_history,prediction_values_change,horse_jyo_past_starts,0.267767366267
place,market_history,prediction_values_change,horse_jyo_top3_rate,0.762382113372
place,market_history,prediction_values_change,horse_jyo_win_rate,0.377967549747
place,market_history,prediction_values_change,horse_last1_avg_finish,8.764336337818
place,market_history,prediction_values_change,horse_last3_avg_finish,3.613900736609
place,market_history,prediction_values_change,horse_last3_avg_haron_l3,2.032312064988
place,market_history,prediction_values_change,horse_last3_avg_ninki,3.741341477501
place,market_history,prediction_values_change,horse_last3_avg_time,1.295975052194
place,market_history,prediction_values_change,horse_last3_place_paid_rate,0.730053280698
place,market_history,prediction_values_change,horse_last3_ren_rate,0.587499970181
place,market_history,prediction_values_change,horse_last3_top3_rate,0.678569882243
place,market_history,prediction_values_change,horse_last3_win_rate,1.724545399586
place,market_history,prediction_values_change,horse_last5_avg_finish,1.48618544083
place,market_history,prediction_values_change,horse_last5_avg_haron_l3,1.689736012135
place,market_history,prediction_values_change,horse_last5_avg_ninki,3.463380840539
place,market_history,prediction_values_change,horse_last5_avg_time,1.268700119078
place,market_history,prediction_values_change,horse_last5_place_paid_rate,0.159625527796
place,market_history,prediction_values_change,horse_last5_ren_rate,0.393029344971
place,market_history,prediction_values_change,horse_last5_top3_rate,0.839298450979
place,market_history,prediction_values_change,horse_last5_win_rate,0.491093352229
place,market_history,prediction_values_change,horse_past_starts,0.817795115331
place,market_history,prediction_values_change,horse_surface_past_starts,0.869306778237
place,market_history,prediction_values_change,horse_surface_top3_rate,2.682719282353
place,market_history,prediction_values_change,horse_surface_win_rate,0.961039029352
place,market_history,prediction_values_change,jockey_dist_band_past_starts,0.524228771169
place,market_history,prediction_values_change,jockey_dist_band_top3_rate,1.570719246467
place,market_history,prediction_values_change,jockey_dist_band_win_rate,0.659902290849
place,market_history,prediction_values_change,jockey_jyo_past_starts,0.946148756314
place,market_history,prediction_values_change,jockey_jyo_top3_rate,2.056301035713
place,market_history,prediction_values_change,jockey_jyo_win_rate,0.779252821692
place,market_history,prediction_values_change,jockey_past_starts,0.850479935646
place,market_history,prediction_values_change,jockey_ren_rate,1.375692485852
place,market_history,prediction_values_change,jockey_top3_rate,1.418655089963
place,market_history,prediction_values_change,jockey_win_rate,0.934087626299
place,market_history,prediction_values_change,place_bet_available_by_rule,0.0
place,market_history,prediction_values_change,place_rank_limit,0.026865676835
place,market_history,prediction_values_change,trainer_past_starts,1.244856968837
place,market_history,prediction_values_change,trainer_ren_rate,0.822185372086
place,market_history,prediction_values_change,trainer_top3_rate,1.397879345785
place,market_history,prediction_values_change,trainer_win_rate,1.078762759896
win,market_aware,prediction_values_change,BaTaijyu,2.968639172966
win,market_aware,prediction_values_change,Barei,1.08944173118
win,market_aware,prediction_values_change,ChokyosiCode,1.454661319934
win,market_aware,prediction_values_change,CourseKubunCD,0.789412431964
win,market_aware,prediction_values_change,DirtBabaCD,0.0
win,market_aware,prediction_values_change,FukuVote,0.596516694307
win,market_aware,prediction_values_change,Futan,0.704065723753
win,market_aware,prediction_values_change,GradeCD,1.127441506894
win,market_aware,prediction_values_change,JyoCD,1.969062520207
win,market_aware,prediction_values_change,JyokenCD1,0.20900878491
win,market_aware,prediction_values_change,JyokenCD2,0.5524349424
win,market_aware,prediction_values_change,JyokenCD3,0.678250898219
win,market_aware,prediction_values_change,JyokenCD4,0.296485470113
win,market_aware,prediction_values_change,JyokenCD5,0.863253576343
win,market_aware,prediction_values_change,Kaiji,0.205052903371
win,market_aware,prediction_values_change,KisyuCode,1.072352995077
win,market_aware,prediction_values_change,Kyori,1.139290160947
win,market_aware,prediction_values_change,MonthDay,1.196138688105
win,market_aware,prediction_values_change,Nichiji,0.372386999527
win,market_aware,prediction_values_change,RaceNum,0.445789663715
win,market_aware,prediction_values_change,SexCD,0.361875750583
win,market_aware,prediction_values_change,SibaBabaCD,0.0
win,market_aware,prediction_values_change,SyubetuCD,0.321360171177
win,market_aware,prediction_values_change,SyussoTosu,1.195844419135
win,market_aware,prediction_values_change,TanVote,0.564709124676
win,market_aware,prediction_values_change,TenkoCD,0.652095286295
win,market_aware,prediction_values_change,TorokuTosu,1.136367927181
win,market_aware,prediction_values_change,TrackCD,0.617119159644
win,market_aware,prediction_values_change,Umaban,0.610460999458
win,market_aware,prediction_values_change,Wakuban,0.430935076297
win,market_aware,prediction_values_change,Year,0.220043795644
win,market_aware,prediction_values_change,YoubiCD,0.630541006032
win,market_aware,prediction_values_change,ZogenFugo,0.219005108765
win,market_aware,prediction_values_change,ZogenSa,0.219300247998
win,market_aware,prediction_values_change,fuku_ninki,0.91425683652
win,market_aware,prediction_values_change,fuku_odds_high,2.355508500329
win,market_aware,prediction_values_change,fuku_odds_low,2.39156483156
win,market_aware,prediction_values_change,horse_baba_past_starts,0.258830613303
win,market_aware,prediction_values_change,horse_baba_top3_rate,0.986211051835
win,market_aware,prediction_values_change,horse_baba_win_rate,0.937968875521
win,market_aware,prediction_values_change,horse_body_weight_diff_last,0.570108011641
win,market_aware,prediction_values_change,horse_days_since_last,2.55646436585
win,market_aware,prediction_values_change,horse_dist_band_past_starts,0.207148868865
win,market_aware,prediction_values_change,horse_dist_band_top3_rate,0.56953538317
win,market_aware,prediction_values_change,horse_dist_band_win_rate,0.210470507653
win,market_aware,prediction_values_change,horse_distance_diff_last,1.088450260163
win,market_aware,prediction_values_change,horse_futan_diff_last,0.409497507599
win,market_aware,prediction_values_change,horse_jockey_past_starts,0.219357097321
win,market_aware,prediction_values_change,horse_jockey_top3_rate,0.754683709253
win,market_aware,prediction_values_change,horse_jockey_win_rate,0.206268325664
win,market_aware,prediction_values_change,horse_jyo_past_starts,0.187060938656
win,market_aware,prediction_values_change,horse_jyo_top3_rate,0.728708477219
win,market_aware,prediction_values_change,horse_jyo_win_rate,0.417887456419
win,market_aware,prediction_values_change,horse_last1_avg_finish,6.991334217521
win,market_aware,prediction_values_change,horse_last3_avg_finish,2.693204935007
win,market_aware,prediction_values_change,horse_last3_avg_haron_l3,1.387328209717
win,market_aware,prediction_values_change,horse_last3_avg_ninki,4.285901004778
win,market_aware,prediction_values_change,horse_last3_avg_time,1.01647141571
win,market_aware,prediction_values_change,horse_last3_place_paid_rate,0.505750590965
win,market_aware,prediction_values_change,horse_last3_ren_rate,1.345153569738
win,market_aware,prediction_values_change,horse_last3_top3_rate,0.917792692697
win,market_aware,prediction_values_change,horse_last3_win_rate,1.396898547018
win,market_aware,prediction_values_change,horse_last5_avg_finish,1.130323280966
win,market_aware,prediction_values_change,horse_last5_avg_haron_l3,1.580471474803
win,market_aware,prediction_values_change,horse_last5_avg_ninki,3.70080412667
win,market_aware,prediction_values_change,horse_last5_avg_time,0.743615872934
win,market_aware,prediction_values_change,horse_last5_place_paid_rate,0.586793198697
win,market_aware,prediction_values_change,horse_last5_ren_rate,0.70764174002
win,market_aware,prediction_values_change,horse_last5_top3_rate,0.6907886019
win,market_aware,prediction_values_change,horse_last5_win_rate,0.401268261288
win,market_aware,prediction_values_change,horse_past_starts,0.349620237143
win,market_aware,prediction_values_change,horse_surface_past_starts,0.668051343165
win,market_aware,prediction_values_change,horse_surface_top3_rate,1.938566512115
win,market_aware,prediction_values_change,horse_surface_win_rate,0.889341467684
win,market_aware,prediction_values_change,jockey_dist_band_past_starts,0.537718741351
win,market_aware,prediction_values_change,jockey_dist_band_top3_rate,1.330018429615
win,market_aware,prediction_values_change,jockey_dist_band_win_rate,0.892875390826
win,market_aware,prediction_values_change,jockey_jyo_past_starts,0.61331083322
win,market_aware,prediction_values_change,jockey_jyo_top3_rate,1.660899032267
win,market_aware,prediction_values_change,jockey_jyo_win_rate,1.292974159202
win,market_aware,prediction_values_change,jockey_past_starts,0.577773190142
win,market_aware,prediction_values_change,jockey_ren_rate,1.834183337399
win,market_aware,prediction_values_change,jockey_top3_rate,1.191834908286
win,market_aware,prediction_values_change,jockey_win_rate,0.951186897451
win,market_aware,prediction_values_change,place_bet_available_by_rule,0.0
